table_name,column_name,column_values,openAI_semantic_type,annotation,comments,model_x_semantic_type,annotation_x
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 3.csv,Average Performance Of Students On Learning Outcome M318 Mathematics (UOM:%(Percentage)),"[65.15, 47.19, 60.36, 56.35, 32.11]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 3.csv,Average Performance Of Students On Learning Outcome M319 Mathematics (UOM:%(Percentage)),"[66.08, 76.22, 76.39, 49.32, 50.49]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Country,['India'],Categorical,FALSE,,Location,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,State,"['Assam', 'Arunachal Pradesh']",Categorical,FALSE,,Location,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,District,"['Dima Hasao', 'Upper Siang', 'Tirap', 'Tawang', 'Siang']",Categorical,FALSE,,Categorical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Year,"['Calendar Year (Jan - Dec), 2021', 'Calendar Year (Jan - Dec), 2017']",Time,TRUE,,Time,FALSE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Class,[5],Categorical,FALSE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Number Of Schools Surveyed (UOM:Number),"[120.0, 78.0, 66.0, 123.0, 69.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Number Of Students Surveyed (UOM:Number),"[1941.0, 1251.0, 1338.0, 1863.0, 678.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E403 Evs (UOM:%(Percentage)),"[55.86, 52.41, 42.5, 38.08, 50.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E410 Evs (UOM:%(Percentage)),"[46.93, 54.33, 44.8, 49.33, 61.4]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E501 Evs (UOM:%(Percentage)),"[49.33, 63.01, 52.6, 44.28, 48.23]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E503 Evs (UOM:%(Percentage)),"[51.82, 53.92, 46.77, 48.47, 48.23]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E504 Evs (UOM:%(Percentage)),"[53.37, 48.56, 38.26, 53.95, 57.74]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E505 Evs (UOM:%(Percentage)),"[48.65, 52.52, 48.92, 30.87, 25.44]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E506 Evs (UOM:%(Percentage)),"[50.11, 52.06, 45.93, 39.6, 23.68]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E507 Evs (UOM:%(Percentage)),"[44.13, 45.18, 35.42, 55.11, 59.82]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E508 Evs (UOM:%(Percentage)),"[42.14, 49.11, 35.29, 44.74, 43.82]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E509 Evs (UOM:%(Percentage)),"[58.71, 63.24, 54.17, 43.09, 51.27]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E510 Evs (UOM:%(Percentage)),"[46.44, 49.59, 44.53, 57.59, 53.57]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E512 Evs (UOM:%(Percentage)),"[58.28, 61.52, 47.11, 43.62, 33.33]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome E513 Evs (UOM:%(Percentage)),"[31.94, 36.09, 29.27, 56.14, 59.76]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome L504 Language (UOM:%(Percentage)),"[nan, 47.54, 45.49]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome L508 Language (UOM:%(Percentage)),"[59.72, 57.8, 52.97, 51.22, 48.89]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M401 Mathematics (UOM:%(Percentage)),"[47.11, 46.58, 37.9, 43.64, 37.17]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M412 Mathematics (UOM:%(Percentage)),"[35.61, 25.29, 22.64, 48.32, 57.89]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M418 Mathematics (UOM:%(Percentage)),"[51.2, 38.93, 37.51, 57.34, 52.35]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M421 Mathematics (UOM:%(Percentage)),"[36.11, 36.06, 35.93, 51.85, 42.92]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M501 Mathematics (UOM:%(Percentage)),"[61.51, 55.89, 54.74, 46.05, 46.02]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M504 Mathematics (UOM:%(Percentage)),"[47.87, 44.23, 39.9, 48.3, 49.11]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M505 Mathematics (UOM:%(Percentage)),"[55.15, 60.04, 53.85, 46.5, 39.35]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M506 Mathematics (UOM:%(Percentage)),"[41.98, 42.9, 29.28, 41.38, 38.05]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M508 Mathematics (UOM:%(Percentage)),"[36.73, 35.86, 31.05, 61.41, 45.61]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M509 Mathematics (UOM:%(Percentage)),"[47.75, 45.69, 40.69, 52.86, 44.08]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M512 Mathematics (UOM:%(Percentage)),"[35.52, 40.11, 30.07, 51.39, 51.79]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M513 Mathematics (UOM:%(Percentage)),"[38.37, 32.45, 26.79, 35.91, 32.46]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M514 Mathematics (UOM:%(Percentage)),"[40.0, 45.02, 30.5, 35.45, 37.46]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M515 Mathematics (UOM:%(Percentage)),"[40.99, 48.04, 38.87, 40.1, 35.4]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Achievement Survey (NAS) Survey of Learning Outcomes - District report for Class 5.csv,Average Performance Of Students On Learning Outcome M516 Mathematics (UOM:%(Percentage)),"[52.23, 51.76, 42.19, 63.16, 66.96]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/National Expenditure On Research And Development By Sector.csv,Country,['India'],Categorical,FALSE,,Location,TRUE
Data/Datasets/National Expenditure On Research And Development By Sector.csv,Year,"['Financial Year (Apr - Mar), 1975', 'Financial Year (Apr - Mar), 1995', 'Financial Year (Apr - Mar), 1990', 'Financial Year (Apr - Mar), 2015']",Time,TRUE,,Time,TRUE
Data/Datasets/National Expenditure On Research And Development By Sector.csv,Sector,"['Private Sector', 'Higher Education Sector', 'Central Sector', 'State Sector']",Categorical,TRUE,,Categorical,TRUE
Data/Datasets/National Expenditure On Research And Development By Sector.csv,National Expenditure On Research And Development (R&D) By Different Sector (UOM:INR(IndianRupees)),"[42.35, nan, 5199.79, 549.98, 6447.94]",Numerical,TRUE,,Numerical,TRUE
"Data/Datasets/National Food Security Act (NFSA) Monthly Allocation, Transaction and Foodgrain Distribution.csv",Country,['India'],Categorical,FALSE,,Location,TRUE
"Data/Datasets/National Food Security Act (NFSA) Monthly Allocation, Transaction and Foodgrain Distribution.csv",State,"['Arunachal Pradesh', 'Assam', 'Bihar', 'Delhi']",Categorical,FALSE,,Location,TRUE
"Data/Datasets/National Food Security Act (NFSA) Monthly Allocation, Transaction and Foodgrain Distribution.csv",Year,"['Calendar Year (Jan - Dec), 2019', 'Calendar Year (Jan - Dec), 2020', 'Calendar Year (Jan - Dec), 2018', 'Calendar Year (Jan - Dec), 2021']",Time,TRUE,,Time,TRUE
"Data/Datasets/National Food Security Act (NFSA) Monthly Allocation, Transaction and Foodgrain Distribution.csv",Month,"['January, 2019', 'November, 2020', 'October, 2018', 'March, 2019', 'May, 2021']",Time,TRUE,,Time,TRUE
"Data/Datasets/National Food Security Act (NFSA) Monthly Allocation, Transaction and Foodgrain Distribution.csv",Food Grains Allocated (UOM:MT(Metrictonne)),"[4677.46, 135479.33, 457821.73, 37572.75]",Numerical,TRUE,,Numerical,TRUE
"Data/Datasets/National Food Security Act (NFSA) Monthly Allocation, Transaction and Foodgrain Distribution.csv",Ration Cards Issued (UOM:Number),"[174631.0, 5659294.0, 24639.0, 1778526.0]",Numerical,TRUE,,Numerical,TRUE
"Data/Datasets/National Food Security Act (NFSA) Monthly Allocation, Transaction and Foodgrain Distribution.csv",Transaction For Ration Cards (UOM:Number),"[2.0, 0.0, 20572.0, 20595.0]",Numerical,TRUE,,Numerical,TRUE
"Data/Datasets/National Food Security Act (NFSA) Monthly Allocation, Transaction and Foodgrain Distribution.csv",Aadhaar Authenticated Transactions (UOM:Number),"[0.0, 11449.0, 11580.0]",Numerical,TRUE,,Numerical,TRUE
"Data/Datasets/National Food Security Act (NFSA) Monthly Allocation, Transaction and Foodgrain Distribution.csv",Aadhaar Authenticated Transactions (%) (UOM:%(Percentage)),"[0.0, 55.65, 56.23]",Numerical,TRUE,,Numerical,TRUE
"Data/Datasets/National Food Security Act (NFSA) Monthly Allocation, Transaction and Foodgrain Distribution.csv",Epos (Electronic Point Of Sale System) Distribution Of Food Grains (UOM:MT(Metrictonne)),"[0.06, 0.0, 622.18, 625.94]",Numerical,TRUE,,Numerical,TRUE
"Data/Datasets/National Food Security Act (NFSA) Monthly Allocation, Transaction and Foodgrain Distribution.csv",Manual Distribution Of Food Grains (UOM:MT(Metrictonne)),"[4737.6, 136102.74, 431041.37, 446766.71, 347772.06]",Numerical,TRUE,,Numerical,TRUE
"Data/Datasets/National Food Security Act (NFSA) Monthly Allocation, Transaction and Foodgrain Distribution.csv",Distribution Of Food Grains (UOM:MT(Metrictonne)),"[4737.66, 136102.74, 431663.55, 447392.65, 347772.06]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Pradhan Mantri Shram Yogi Maandhan (PMSYM).csv,Country,['India'],Categorical,FALSE,,Location,TRUE
Data/Datasets/Pradhan Mantri Shram Yogi Maandhan (PMSYM).csv,Year,"['Calendar Year (Jan - Dec), 2021', 'Calendar Year (Jan - Dec), 2019', 'Calendar Year (Jan - Dec), 2022', 'Calendar Year (Jan - Dec), 2020']",Time,TRUE,,Time,TRUE
Data/Datasets/Pradhan Mantri Shram Yogi Maandhan (PMSYM).csv,Month,"['June, 2021', 'July, 2019', 'May, 2022', 'March, 2021', 'October, 2020']",Time,TRUE,,Time,TRUE
Data/Datasets/Pradhan Mantri Shram Yogi Maandhan (PMSYM).csv,Enrolments On Current/Cumulative Value,"['Cumulative Value', 'Current Value']",Categorical,TRUE,,Categorical,TRUE
Data/Datasets/Pradhan Mantri Shram Yogi Maandhan (PMSYM).csv,Subscribers Enrolled Under Pradhan Mantri Shram Yogi Maan-Dhan Scheme (UOM:Number),"[4506971, 3154409, 8300, 4656296, -495422]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Pradhan Mantri Shram Yogi Maandhan (PMSYM).csv,Subscribers Covered By Common Services Centers (UOM:Number),"[4506971, 352598, 8300, 4656296, -495422]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Country,['India'],Categorical,FALSE,,Location,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Year,"['Financial Year (Apr - Mar), 2008']",Time,TRUE,,Time,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Type Of Organisation ,"['Co-operative Society', 'Corporate  Sector', 'Govt Dept. Enterprises', 'Handloom Industry', 'Individual Proprietorship']",Categorical,TRUE,,Categorical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Number Of Factories (UOM:Number),"[1414, 58088, 306, 14, 42868]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Fixed Capital (UOM:INR(IndianRupees)),"[1370525, 98289169, 1106837, 7542, 1414080]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Productive Capital (UOM:INR(IndianRupees)),"[1476928, 124728587, 1303293, 8174, 2403946]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Invested Capital (UOM:INR(IndianRupees)),"[2898057, 138896619, 1282047, 10309, 2704124]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Number Of Workers (UOM:Number),"[166907, 5968917, 23210, 1274, 933873]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Number Of Total Persons Engaged (UOM:Number),"[229083, 7887150, 32652, 1707, 1119560]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Wages To Workers (UOM:INR(IndianRupees)),"[118083, 4771469, 31640, 964, 336815]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Total Emoluments (UOM:INR(IndianRupees)),"[238005, 10934075, 61690, 2384, 492207]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Total Input (UOM:INR(IndianRupees)),"[4795898, 227572503, 874919, 8003, 7631665]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Total Output (UOM:INR(IndianRupees)),"[5428322, 282355191, 1173484, 13559, 9067045]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Depreciation (UOM:INR(IndianRupees)),"[115036, 7563335, 46066, 565, 161398]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Net Value Added (UOM:INR(IndianRupees)),"[517389, 47219354, 252499, 4991, 1273981]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Rent Paid (UOM:INR(IndianRupees)),"[8511, 862814, 2829, 70, 27422]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Principal Characteristics by Type of Organisation.csv,Interest Paid (UOM:INR(IndianRupees)),"[213609, 5884637, 45922, 376, 178508]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Projects Implementation Status-State wise-DHATC.csv,Country,['India'],Categorical,FALSE,,Location,TRUE
Data/Datasets/Projects Implementation Status-State wise-DHATC.csv,State,"['Mizoram', 'Nagaland']",Categorical,FALSE,,Location,TRUE
Data/Datasets/Projects Implementation Status-State wise-DHATC.csv,Year,"['Financial Year (Apr - Mar), 2023', 'Financial Year (Apr - Mar), 2021', 'Financial Year (Apr - Mar), 2018']",Categorical,FALSE,,Time,TRUE
Data/Datasets/Projects Implementation Status-State wise-DHATC.csv,As On Date,['12-Apr-2024'],Time,TRUE,,Time,TRUE
Data/Datasets/Projects Implementation Status-State wise-DHATC.csv,Number Of Projects Sanctioned (UOM:Number),[0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Projects Implementation Status-State wise-DHATC.csv,Approved Cost Of Projects Sanctioned  (UOM:INR(IndianRupees)),[0.0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Projects Implementation Status-State wise-DHATC.csv,Number Of Projects Completed (UOM:Number),[0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Projects Implementation Status-State wise-DHATC.csv,Approved Cost Of Projects Completed (UOM:INR(IndianRupees)),[0.0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Projects Implementation Status-State wise-DHATC.csv,Number Of Projects Ongoing (UOM:Number),[0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Projects Implementation Status-State wise-DHATC.csv,Approved Cost Of Projects Ongoing (UOM:INR(IndianRupees)),[0.0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Retail Selling Price (RSP) of Petrol and Diesel in Metro Cities.csv,Country,['India'],Categorical,FALSE,,Location,TRUE
Data/Datasets/Retail Selling Price (RSP) of Petrol and Diesel in Metro Cities.csv,Year,"['Financial Year (Apr - Mar), 2017']",Time,TRUE,,Time,TRUE
Data/Datasets/Retail Selling Price (RSP) of Petrol and Diesel in Metro Cities.csv,Month,"['August, 2017']",Time,TRUE,,Time,TRUE
Data/Datasets/Retail Selling Price (RSP) of Petrol and Diesel in Metro Cities.csv,Calendar Day,['2017-08-01'],Time,TRUE,,Time,TRUE
Data/Datasets/Retail Selling Price (RSP) of Petrol and Diesel in Metro Cities.csv,Products ,"['Diesel', 'Petrol']",Categorical,TRUE,,Categorical,TRUE
Data/Datasets/Retail Selling Price (RSP) of Petrol and Diesel in Metro Cities.csv,Metro Cities,"['Chennai', 'Delhi', 'Kolkata', 'Mumbai']",Categorical,FALSE,,Categorical,FALSE
Data/Datasets/Retail Selling Price (RSP) of Petrol and Diesel in Metro Cities.csv,Retail Selling Price (Rsp) Of Petrol And Diesel (UOM:INR/L(IndianRupeesperLitre)),"[58.49, 55.58, 58.23, 59.04, 67.71]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Country,['India'],Categorical,FALSE,,Location,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,State,['Andaman And Nicobar Islands'],Location,TRUE,,Location,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,District,['Nicobars'],Location,TRUE,,Categorical,FALSE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Year,"['Agriculture Year (Jul - Jun), 2015']",Time,TRUE,,Time,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Social Group Type,['Institutional'],Categorical,TRUE,,Categorical,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Land Area Size,"['(0.5-1.0)', '(1.0-2.0)', '(10.0-20.0)', '(2.0-3.0)', '(3.0-4.0)']",Numerical,TRUE,,Categorical,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Category Of Holdings,"['Marginal', 'Small', 'Large', 'Semi-Medium']",Categorical,TRUE,,Categorical,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Wholly Irrigated Holdings (UOM:Number),[0.0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Area Of Wholly Irrigated Holdings (UOM:Ha(Hectares)),[0.0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Wholly Unirrigated Holdings (UOM:Number),"[0.0, 1.0, 2.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Area Of Wholly Unirrigated Holdings (UOM:Ha(Hectares)),"[0.0, 10.0, 3.589]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Partially Irrigated Holdings (UOM:Number),[0.0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Irrigated Area Of Partially Irrigated Holdings (UOM:Ha(Hectares)),[0.0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Area Of Partially Irrigated Holdings (UOM:Ha(Hectares)),[0.0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Holdings Receiving Irrigation (UOM:Number),[0.0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Social Category wise Estimated Number of Operational Holdings by Size Classes and Irrigation Status.csv,Net Irrigated Area Of Holdings Receiving Irrigation (UOM:Ha(Hectares)),[0.0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Country,['India'],Categorical,FALSE,,Location,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,State,"['Andhra Pradesh', 'Arunachal Pradesh', 'Assam', 'Bihar', 'Chhattisgarh']",Categorical,FALSE,,Location,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Year,"['Calendar Year (Jan - Dec), 2019']",Time,TRUE,,Time,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Climate Vulnerability Index (UOM:Ratio),"[0.51, 0.594, 0.62, 0.614, 0.623]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Geographical Land Area As Per 2019 (UOM:sq.km(SquareKilometer)),"[162970.0, 83743.0, 78438.0, 94163.0, 135192.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Forest Land Area As Per 2019 In Square Kilometres (UOM:sq.km(SquareKilometer)),"[29137.0, 66688.0, 28327.0, 7306.0, 55611.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Agriculture Land Area As Per 2014-2015 In Hectare (UOM:Ha(Hectares)),"[9047.0, 423.0, 3364.0, 6579.0, 5558.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Wasteland Area As Per 2015-2016 In Square Kilometres (UOM:sq.km(SquareKilometer)),"[23982.0, 13906.0, 9003.0, 7685.0, 10875.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Irrigated Area As Per 2014-2015 (%) (UOM:%(Percentage)),"[46.94, 24.89, 10.47, 56.59, 31.32]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Population Density In Person Per Km As Per 2019 (UOM:Number),"[308.0, 17.0, 398.0, 1106.0, 189.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Literacy Rate As Per 2011 (UOM:%(Percentage)),"[67.02, 65.39, 72.19, 61.8, 70.28]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Gross Domestic Product At Constant Price (2011-12) (UOM:INR(IndianRupees)),"[4.42, 0.14, 1.67, 3.05, 1.96]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Percentage Of Households Below Poverty Line As Per 2011 (UOM:%(Percentage)),"[9.2, 34.67, 31.98, 33.74, 39.93]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Infant Mortality Rate As Per 2011 (UOM:Ratio),"[34, 36, 44, 38, 39]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Poverty Rate As Per 2011 (UOM:Ratio),"[9.2, 34.67, 31.98, 33.74, 39.93]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,"Proportion Of Income From Natural Resources Like Agriculture, Forestry, Livestock And Fishery To Gross Domestic Product (UOM:Ratio)","[0.31, 0.44, 0.26, 0.27, 0.21]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Proportion Of Output From Perennial Trees To Total Value Of Agricultural And Allied Output (UOM:Ratio),"[0.11, 0.19, 0.09, 0.08, 0.06]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Marginal And Small Operational Land Holding (%) (UOM:%(Percentage)),"[0.89, 0.45, 0.86, 0.97, 0.83]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Coefficient Of Variation Or Yield Variability Of Food Grains (UOM:Ratio),"[0.08, 0.18, 0.15, 0.2, 0.16]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Proportion Of Area Under Pradhan Mantri Fasal Bima Yojana (Pmfby) And Restructured Weather Based Crop Insurance Scheme (Wbcis) (UOM:Ratio),"[0.35, 0.0, 0.02, 0.4, 0.48]",Numerical,TRUE,,Numerical,TRUE
